Transaction_ID,Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Order_Date,Order_Time,Sales_Channel,Store_ID,Store_Name,Country,Region,City,Product_ID,Product_Name,Product_Category,Product_Subcategory,Quantity,Unit_Price,Discount_Percentage,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status,Shipping_Method,Delivery_Days,Return_Flag,Return_Reason,Sales_Representative,Promotion_Code,Customer_Rating,Inventory_Level,Total Order Value,Inventory Status,Amount after discount,Order_Year,charged Amount %
T02005609,O0105609,C02578,Mia Anderson,43,Female,Consumer,20-11-2024 00:00,0.770393519,B2B Portal,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P025,USB Power Hub,Electronics,Accessories,4,47.97,5,182.27,118.98,63.29,Credit Card,Processing,Pickup,0,Yes,Defective,Sophia Brown,Not Avl,0,41,191.88,IN Stock,173.1565,2024,95
T02010034,O0105017,C02746,Maya Moore,53,Female,Consumer,19-10-2025 00:00,0.633055556,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P016,Laser Toner,Office Supplies,Consumables,1,124.46,5,118.24,96.24,21.99,Credit Card,Completed,Pickup,0,No,Not Returned,James Anderson,HOLIDAY20,5,66,124.46,IN Stock,112.328,2025,95
T02016021,O0116021,C00764,Amelia Johnson,44,Male,Consumer,12-09-2023 00:00,0.741921296,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P007,NoiseCancel Headset,Electronics,Audio,2,157.53,5,299.3,221.96,77.34,Debit Card,Completed,Standard,2,No,Not Returned,Henry White,BLACKFRIDAY25,4,49,315.06,IN Stock,284.335,2023,95
T02016646,O0116646,C00570,Liam Taylor,67,Female,Consumer,31-10-2025 00:00,0.768206019,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P006,Precision Mouse,Electronics,Accessories,4,39.19,0,156.77,97.34,59.44,Debit Card,Completed,Standard,7,No,Not Returned,Olivia Martin,Not Avl,4,113,156.76,IN Stock,156.77,2025,100
T02000254,O0100254,C04270,Aria Young,45,Male,Small Business,24-01-2024 00:00,0.554918981,Retail Store,AUS-01,Austin Business,United States,South,Austin,P025,USB Power Hub,Electronics,Accessories,5,45.74,0,228.7,151.61,77.09,Debit Card,Returned,Standard,5,Yes,Other,Noah Wilson,Not Avl,5,78,228.7,IN Stock,228.7,2024,100
T02002451,O0102451,C01476,Amelia Harris,51,Male,Premium,11-04-2024 00:00,0.547893519,Retail Store,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P004,Vision 27 Monitor,Electronics,Monitors,1,333.56,0,333.56,250.47,83.09,Debit Card,Processing,Pickup,0,No,Not Returned,Lucas Moore,SUMMER10,5,59,333.56,IN Stock,333.56,2024,100
T02002474,O0102474,C02235,Michael Lewis,27,Female,Returning Customer,07-02-2025 00:00,0.854699074,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P005,Office Keyboard,Electronics,Accessories,3,54.88,15,139.94,109.32,30.61,PayPal,Completed,Express,1,No,Not Returned,Emma Carter,Not Avl,3,87,164.64,IN Stock,118.949,2025,85
T02015659,O0115659,C02967,David Young,45,Female,New Customer,16-08-2022 00:00,0.711550926,Retail Store,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P006,Precision Mouse,Electronics,Accessories,1,39.97,5,37.97,24.07,13.91,Credit Card,Completed,Pickup,0,No,Not Returned,Grace Harris,Not Avl,4,86,39.97,IN Stock,36.0715,2022,95
T02010982,O0110982,C00895,Arthur Anderson,32,Male,Consumer,11-07-2024 00:00,0.550902778,Online,NYC-01,New York Central,United States,Northeast,New York,P001,AeroBook 14 Laptop,Electronics,Laptops,2,901.56,0,1803.13,1455.05,348.08,Credit Card,Completed,Standard,4,No,Not Returned,Lucas Moore,Not Avl,0,68,1803.12,IN Stock,1803.13,2024,100
T02016710,O0116710,C04223,Unknown Customer,45,Male,New Customer,25-01-2022 00:00,0.704351852,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P026,Webcam HD,Electronics,Cameras,2,90.16,5,171.3,124.7,46.6,PayPal,Shipped,Standard,6,No,Not Returned,Grace Harris,VALENTINE20,4,73,180.32,IN Stock,162.735,2022,95
T02012280,O0112280,C01691,Ava Johnson,32,Female,Small Business,25-08-2024 00:00,0.991145833,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P016,Laser Toner,Office Supplies,Consumables,1,114.24,0,114.24,86.38,27.86,Debit Card,Completed,Pickup,0,No,Not Returned,Noah Wilson,Not Avl,2,78,114.24,IN Stock,114.24,2024,100
T02003332,O0101666,C02692,Liam Taylor,33,Female,New Customer,08-01-2022 00:00,0.599872685,Retail Store,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P009,Office Chair Pro,Furniture,Office Furniture,1,430.74,0,430.74,310.65,120.09,Cash,Completed,Pickup,0,No,Not Returned,Mia Taylor,SPRING15,4,64,430.74,IN Stock,430.74,2022,100
T02017582,O0117582,C01007,Isla Taylor,56,Male,Returning Customer,06-12-2023 00:00,0.541689815,Retail Store,AUS-01,Austin Business,United States,South,Austin,P001,AeroBook 14 Laptop,Electronics,Laptops,2,931.18,15,1583.01,1448.06,134.95,Credit Card,Returned,Pickup,0,Yes,Late Delivery,Amelia Jackson,Not Avl,3,83,1862.36,IN Stock,1345.5585,2023,85
T02005537,O0105537,C05506,William Lewis,65,Male,Small Business,09-05-2023 00:00,0.688877315,Retail Store,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P019,Notebook Pack,Office Supplies,Paper,1,28.92,10,26.03,18.06,7.96,Bank Transfer,Shipped,Pickup,0,No,Not Returned,Charlotte Thomas,BLACKFRIDAY25,4,88,28.92,IN Stock,23.427,2023,90
T02011887,O0111887,C01519,Emma Nelson,36,Male,Consumer,19-02-2023 00:00,0.677615741,Retail Store,TOR-01,Toronto Central,Canada,Ontario,Toronto,P018,Premium Pens,Office Supplies,Writing,1,23.82,15,20.25,13.61,6.64,PayPal,Completed,Pickup,0,No,Not Returned,Olivia Martin,VALENTINE20,3,63,23.82,IN Stock,17.2125,2023,85
T02012408,O0112408,C04333,Oscar King,18,Female,Consumer,13-11-2025 00:00,0.475335648,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P027,Security Camera,Electronics,Cameras,4,153,15,520.19,439.11,81.09,Credit Card,Completed,Pickup,0,No,Not Returned,Amelia Jackson,Not Avl,5,51,612,IN Stock,442.1615,2025,85
T02005997,O0105997,C03809,Alexander Miller,31,Male,Small Business,16-11-2023 00:00,0.573587963,B2B Portal,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P006,Precision Mouse,Electronics,Accessories,4,37.18,15,126.41,94.88,31.53,Debit Card,Completed,Standard,4,No,Not Returned,Michael Clark,Not Avl,0,29,148.72,IN Stock,107.4485,2023,85
T02012337,O0106168,C03292,Emma Allen,27,Male,Returning Customer,03-10-2022 00:00,0.650717593,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P018,Premium Pens,Office Supplies,Writing,1,24.58,0,24.58,14.14,10.44,Debit Card,Completed,Pickup,0,No,Not Returned,Ella Lewis,Not Avl,5,40,24.58,IN Stock,24.58,2022,100
T02011587,O0111587,C04006,James Thompson,54,Female,Consumer,25-02-2025 00:00,0.377939815,Retail Store,TOR-01,Toronto Central,Canada,Ontario,Toronto,P018,Premium Pens,Office Supplies,Writing,1,24.09,10,21.68,13.89,7.79,Credit Card,Completed,Pickup,0,No,Not Returned,Sophia Brown,SPRING15,3,106,24.09,IN Stock,19.512,2025,90
T02001369,O0101369,C03809,Alexander Miller,31,Male,Small Business,13-07-2023 00:00,0.917152778,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P005,Office Keyboard,Electronics,Accessories,2,64.09,0,128.17,82.04,46.13,PayPal,Shipped,Standard,4,No,Not Returned,Michael Clark,MOM15,4,64,128.18,IN Stock,128.17,2023,100
T02002666,O0102666,C04821,Sophie Moore,52,Female,New Customer,04-03-2022 00:00,0.581655093,Phone Order,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P015,Printer Plus,Office Supplies,Printers,4,294.47,0,1177.88,990.86,187.01,Debit Card,Completed,Express,2,No,Not Returned,Ella Lewis,MOM15,5,44,1177.88,IN Stock,1177.88,2022,100
T02015940,O0115940,C05055,Grace Moore,23,Male,Consumer,20-01-2024 00:00,0.674803241,Retail Store,PAR-01,Paris Central,France,Île-de-France,Paris,P014,Filing Cabinet,Furniture,Storage,2,253.05,5,480.8,348.48,132.32,PayPal,Completed,Pickup,0,No,Not Returned,Daniel Miller,SAVE10,3,85,506.1,IN Stock,456.76,2024,95
T02006840,O0106840,C05540,Grace Harris,42,Male,Corporate,12-11-2025 00:00,0.385868056,Retail Store,PAR-01,Paris Central,France,Île-de-France,Paris,P024,Desk Fan,Appliances,Climate,3,73.01,20,175.22,147.52,27.7,Credit Card,Completed,Standard,5,No,Not Returned,Ella Lewis,SPRING15,0,63,219.03,IN Stock,140.176,2025,80
T02012459,O0112459,C02505,Liam Wilson,29,Male,New Customer,09-11-2022 00:00,0.929305556,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P012,Ergo Footrest,Furniture,Office Furniture,1,81.28,15,69.09,51.93,17.17,Credit Card,Completed,Express,1,No,Not Returned,Daniel Miller,Not Avl,5,61,81.28,IN Stock,58.7265,2022,85
T02017640,O0117640,C02046,Olivia Miller,28,Male,Small Business,08-07-2025 00:00,0.329606481,Online,LON-01,London City,United Kingdom,England,London,P026,Webcam HD,Electronics,Cameras,1,86.75,0,86.75,60.07,26.68,Bank Transfer,Returned,Standard,5,Yes,Wrong Item,David Walker,Not Avl,4,79,86.75,IN Stock,86.75,2025,100
T02017467,O0108733,C04026,Amelia Davis,39,Male,Small Business,11-12-2025 00:00,0.570266204,Phone Order,TOR-01,Toronto Central,Canada,Ontario,Toronto,P017,Copy Paper Box,Office Supplies,Paper,1,43.14,5,40.98,35.14,5.84,Credit Card,Completed,Pickup,0,No,Not Returned,Henry White,MOM15,5,75,43.14,IN Stock,38.931,2025,95
T02008612,O0108612,C04615,Alexander Allen,34,Other,Small Business,23-06-2022 00:00,0.831516204,Online,CHI-01,Chicago Loop,United States,Midwest,Chicago,P003,EdgeTab 11 Tablet,Electronics,Tablets,3,514.83,0,1544.49,1232.55,311.94,Credit Card,Completed,Standard,5,No,Not Returned,Noah Wilson,Not Avl,2,77,1544.49,IN Stock,1544.49,2022,100
T02017476,O0117476,C01212,Max Johnson,68,Female,Corporate,16-09-2024 00:00,0.768090278,Retail Store,LON-01,London City,United Kingdom,England,London,P022,Air Purifier,Appliances,Home Office,1,321.7,0,321.7,252,69.7,PayPal,Completed,Standard,5,No,Not Returned,Olivia Martin,Not Avl,5,92,321.7,IN Stock,321.7,2024,100
T02000201,O0100201,C03904,Chloe Taylor,35,Male,Consumer,07-03-2025 00:00,0.717708333,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P012,Ergo Footrest,Furniture,Office Furniture,3,79.38,0,238.13,157.24,80.88,Debit Card,Completed,Pickup,0,No,Not Returned,James Anderson,Not Avl,5,78,238.14,IN Stock,238.13,2025,100
T02015997,O0115997,C04663,Henry Hall,50,Female,Consumer,02-04-2024 00:00,0.590625,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,486.43,0,486.43,384.73,101.7,PayPal,Completed,Pickup,0,No,Not Returned,Henry White,SUMMER10,2,35,486.43,IN Stock,486.43,2024,100
T02001338,O0101338,C02865,George White,39,Female,Corporate,11-12-2025 00:00,0.78818287,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P005,Office Keyboard,Electronics,Accessories,2,57.65,20,92.24,74.24,18,PayPal,Completed,Standard,5,No,Not Returned,David Walker,SUMMER10,5,78,115.3,IN Stock,73.792,2025,80
T02006089,O0103044,C04667,Oscar White,42,Male,Consumer,07-11-2024 00:00,0.836145833,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,505.52,10,454.97,403.17,51.8,Credit Card,Returned,Pickup,0,Yes,Changed Mind,Michael Clark,VALENTINE20,5,74,505.52,IN Stock,409.473,2024,90
T02007743,O0107743,C01369,Emily Davis,48,Female,Small Business,12-10-2024 00:00,0.624155093,Retail Store,AUS-01,Austin Business,United States,South,Austin,P010,Standing Desk,Furniture,Office Furniture,1,719.59,0,719.59,534.61,184.98,PayPal,Completed,Pickup,0,No,Not Returned,Amelia Jackson,Not Avl,3,80,719.59,IN Stock,719.59,2024,100
T02011994,O0111994,C01332,Ella Anderson,39,Female,Returning Customer,01-01-2025 00:00,0.581064815,Online,AUS-01,Austin Business,United States,South,Austin,P017,Copy Paper Box,Office Supplies,Paper,1,45,10,40.5,35.67,4.83,Debit Card,completed,Standard,4,No,Not Returned,Mia Taylor,Not Avl,0,74,45,IN Stock,36.45,2025,90
T02003809,O0103809,C01827,Theo Miller,39,Female,Consumer,22-03-2023 00:00,0.530451389,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P004,Vision 27 Monitor,Electronics,Monitors,1,321.17,0,321.17,250.72,70.45,Apple Pay,Shipped,Standard,6,No,Not Returned,Amelia Jackson,Not Avl,2,34,321.17,IN Stock,321.17,2023,100
T02006389,O0106389,C04715,Max Anderson,31,Female,Consumer,21-11-2024 00:00,0.727118056,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P025,USB Power Hub,Electronics,Accessories,1,49.18,10,44.26,31.36,12.9,Cash,Completed,Standard,5,No,Not Returned,James Anderson,SUMMER10,3,115,49.18,IN Stock,39.834,2024,90
T02015494,O0107747,C00793,Emma King,24,Female,Small Business,19-07-2024 00:00,0.614467593,Phone Order,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P002,ProBook 16 Laptop,Electronics,Laptops,1,1275.67,0,1275.67,945.52,330.15,Credit Card,Completed,Standard,0,No,Not Returned,James Anderson,Not Avl,4,78,1275.67,IN Stock,1275.67,2024,100
T02004774,O0104774,C05444,Lily Anderson,43,Female,Consumer,11-04-2025 00:00,0.582951389,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P027,Security Camera,Electronics,Cameras,1,160.78,0,160.78,113.71,47.08,Credit Card,Completed,Pickup,0,No,Not Returned,Michael Clark,SAVE10,4,81,160.78,IN Stock,160.78,2025,100
T02015229,O0115229,C02946,Lucas Baker,46,Male,Small Business,09-10-2023 00:00,0.59150463,B2B Portal,MAN-01,Manchester North,United Kingdom,England,Manchester,P004,Vision 27 Monitor,Electronics,Monitors,2,332.12,0,664.24,514.48,149.76,Debit Card,Shipped,Express,1,No,Not Returned,Ella Lewis,HOLIDAY20,4,45,664.24,IN Stock,664.24,2023,100
T02010017,O0110017,C00786,Isla Thomas,38,Male,Returning Customer,02-08-2024 00:00,0.880173611,Online,LON-01,London City,United Kingdom,England,London,P027,Security Camera,Electronics,Cameras,2,159.26,5,302.59,226.87,75.72,PayPal,Completed,Express,1,No,Not Returned,Mia Taylor,Not Avl,4,94,318.52,IN Stock,287.4605,2024,95
T02005152,O0105152,C03732,Noah Thomas,40,Female,Consumer,18-06-2022 00:00,0.68556713,Retail Store,LON-01,London City,United Kingdom,England,London,P018,Premium Pens,Office Supplies,Writing,3,23.26,0,69.78,40.08,29.7,PayPal,Shipped,Standard,5,No,Not Returned,Henry White,Not Avl,3,43,69.78,IN Stock,69.78,2022,100
T02002736,O0102736,C01106,Max Young,18,Male,Consumer,28-04-2022 00:00,0.349699074,B2B Portal,PAR-01,Paris Central,France,Île-de-France,Paris,P001,AeroBook 14 Laptop,Electronics,Laptops,1,917.72,0,917.72,730.54,187.18,Debit Card,Completed,Standard,5,No,Not Returned,Sophia Brown,Not Avl,4,80,917.72,IN Stock,917.72,2022,100
T02016609,O0116609,C02596,Aria Green,35,Male,Consumer,25-08-2023 00:00,0.539108796,Retail Store,AUS-01,Austin Business,United States,South,Austin,P009,Office Chair Pro,Furniture,Office Furniture,2,420.94,5,799.78,616.37,183.41,Debit Card,Completed,Pickup,0,No,Not Returned,Noah Wilson,Not Avl,5,47,841.88,IN Stock,759.791,2023,95
T02000193,O0100193,C02644,Grace Jones,41,Male,Consumer,18-10-2025 00:00,0.614212963,Retail Store,AUS-01,Austin Business,United States,South,Austin,P020,Presentation Kit,Office Supplies,Presentation,1,91.36,15,77.65,59.87,17.78,Bank Transfer,Shipped,Pickup,0,No,Not Returned,Michael Clark,Not Avl,2,98,91.36,IN Stock,66.0025,2025,85
T02016611,O0116611,C04906,Maya Miller,28,Male,Corporate,26-12-2022 00:00,0.554421296,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P025,USB Power Hub,Electronics,Accessories,1,49.17,15,41.8,31.45,10.34,Credit Card,Shipped,Standard,4,No,Not Returned,Grace Harris,HOLIDAY20,2,31,49.17,IN Stock,35.53,2022,85
T02015768,O0107884,C03750,Amelia Williams,27,Female,Returning Customer,15-07-2025 00:00,0.433668981,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P012,Ergo Footrest,Furniture,Office Furniture,2,78.44,5,149.03,96.86,52.17,Credit Card,Completed,Pickup,0,No,Not Returned,James Anderson,Not Avl,4,59,156.88,IN Stock,141.5785,2025,95
T02013056,O0113056,C04500,Emily King,35,Male,Consumer,05-03-2023 00:00,0.659861111,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P019,Notebook Pack,Office Supplies,Paper,1,28.82,0,28.82,18.68,10.14,PayPal,Completed,Pickup,0,No,Not Returned,Daniel Miller,SAVE10,5,77,28.82,IN Stock,28.82,2023,100
T02015347,O0115347,C05212,Liam Allen,39,Female,Consumer,24-11-2025 00:00,0.442037037,B2B Portal,PAR-01,Paris Central,France,Île-de-France,Paris,P024,Desk Fan,Appliances,Climate,7,69.82,15,415.43,345.74,69.68,Credit Card,Completed,Pickup,0,No,Not Returned,Michael Clark,Not Avl,5,102,488.74,IN Stock,353.1155,2025,85
T02001663,O0101663,C03633,Ava Taylor,32,Male,Consumer,22-07-2024 00:00,0.71056713,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P020,Presentation Kit,Office Supplies,Presentation,1,83.82,0,83.82,53.33,30.49,Debit Card,Processing,Express,3,Yes,Wrong Item,Amelia Jackson,Not Avl,4,58,83.82,IN Stock,83.82,2024,100
T02009722,O0109722,C01369,Emily Davis,48,Female,Small Business,22-06-2023 00:00,0.911944444,Online,AUS-01,Austin Business,United States,South,Austin,P019,Notebook Pack,Office Supplies,Paper,1,28.95,0,28.95,18.68,10.27,PayPal,Completed,Express,1,No,Not Returned,Michael Clark,HALLOWEEN15,5,79,28.95,IN Stock,28.95,2023,100
T02016126,O0108063,C03372,Ava Lewis,31,Female,Consumer,20-01-2022 00:00,0.709270833,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P019,Notebook Pack,Office Supplies,Paper,2,28.85,0,57.7,36.69,21.01,Bank Transfer,Completed,Standard,5,No,Not Returned,Sophia Brown,Not Avl,5,91,57.7,IN Stock,57.7,2022,100
T02008539,O0108539,C00789,Noah Adams,18,Male,Consumer,17-05-2025 00:00,0.662314815,Phone Order,TOR-01,Toronto Central,Canada,Ontario,Toronto,P010,Standing Desk,Furniture,Office Furniture,1,694.13,20,555.3,515.98,39.32,Credit Card,Returned,Pickup,0,Yes,Wrong Item,James Anderson,HOLIDAY20,4,89,694.13,IN Stock,444.24,2025,80
T02012440,O0112440,C04945,Chloe Scott,48,Female,Returning Customer,31-12-2024 00:00,0.648611111,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P018,Premium Pens,Office Supplies,Writing,1,23.56,15,20.02,13.65,6.37,PayPal,Shipped,Pickup,0,No,Not Returned,Daniel Miller,Not Avl,3,112,23.56,IN Stock,17.017,2024,85
T02015839,O0115839,C04463,Freya Walker,44,Male,Returning Customer,24-12-2025 00:00,0.406215278,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P016,Laser Toner,Office Supplies,Consumables,1,115.25,15,97.96,89.02,8.94,Debit Card,Returned,Standard,5,Yes,Wrong Item,Amelia Jackson,Not Avl,0,86,115.25,IN Stock,83.266,2025,85
T02007305,O0107305,C02730,Freya Scott,41,Female,Consumer,29-01-2024 00:00,0.681122685,Online,CHI-01,Chicago Loop,United States,Midwest,Chicago,P006,Precision Mouse,Electronics,Accessories,1,40.18,0,40.18,24.07,16.1,Credit Card,Completed,Pickup,0,No,Not Returned,Emma Carter,Not Avl,4,63,40.18,IN Stock,40.18,2024,100
T02011697,O0111696,C01527,Evelyn Allen,44,Male,Consumer,19-07-2025 00:00,0.772233796,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P015,Printer Plus,Office Supplies,Printers,1,274.82,0,274.82,210.01,64.81,Cash,Completed,Standard,4,No,Not Returned,Noah Wilson,Not Avl,5,70,274.82,IN Stock,274.82,2025,100
T02001578,O0100789,C00953,Amelia Allen,57,Other,Consumer,29-11-2024 00:00,0.590509259,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P018,Premium Pens,Office Supplies,Writing,2,24.07,10,43.32,27.24,16.08,PayPal,Returned,Standard,5,Yes,Damaged,Grace Harris,Not Avl,4,84,48.14,IN Stock,38.988,2024,90
T02006946,O0106946,C04873,Chloe Taylor,34,Male,Consumer,05-05-2025 00:00,0.545173611,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,510.56,5,485.03,411.44,73.59,Apple Pay,Completed,Pickup,0,No,Not Returned,Henry White,Not Avl,4,59,510.56,IN Stock,460.7785,2025,95
T02012139,O0112139,C04002,Maya Nelson,45,Female,Small Business,18-12-2025 00:00,0.805127315,Online,LON-01,London City,United Kingdom,England,London,P017,Copy Paper Box,Office Supplies,Paper,4,42.33,25,126.99,143.81,-16.82,Credit Card,Completed,Express,1,No,Not Returned,Ella Lewis,Not Avl,4,63,169.32,IN Stock,95.2425,2025,75
T02001879,O0101879,C04329,Nora Wilson,54,Female,Consumer,28-04-2022 00:00,0.501550926,Online,NYC-01,New York Central,United States,Northeast,New York,P008,SmartDock USB-C,Electronics,Accessories,1,126.82,0,126.82,89.78,37.04,Credit Card,Completed,Standard,9,No,Not Returned,Liam Davis,Not Avl,5,81,126.82,IN Stock,126.82,2022,100
T02000969,O0100484,C03612,Liam Anderson,48,Female,Consumer,23-04-2022 00:00,0.833796296,Online,AUS-01,Austin Business,United States,South,Austin,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,502.04,0,502.04,401.04,101,Credit Card,Completed,Pickup,0,No,Not Returned,Ella Lewis,Not Avl,4,63,502.04,IN Stock,502.04,2022,100
T02010393,O0110393,C04970,Thomas White,22,Male,Small Business,17-09-2024 00:00,0.681203704,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P012,Ergo Footrest,Furniture,Office Furniture,1,79.96,0,79.96,50.06,29.9,Debit Card,Completed,Pickup,0,No,Not Returned,Charlotte Thomas,Not Avl,4,50,79.96,IN Stock,79.96,2024,100
T02013774,O0106887,C00847,Samuel Scott,57,Female,New Customer,14-11-2022 00:00,0.313657407,Online,AUS-01,Austin Business,United States,South,Austin,P021,Coffee Machine,Appliances,Kitchen,1,221.83,15,188.56,170.5,18.06,Credit Card,Completed,Standard,6,No,Not Returned,James Anderson,HOLIDAY20,4,76,221.83,IN Stock,160.276,2022,85
T02007303,O0107303,C00687,David Baker,41,Male,Returning Customer,03-10-2024 00:00,0.682372685,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P012,Ergo Footrest,Furniture,Office Furniture,1,80.23,0,71.31,50.22,30.01,Debit Card,Completed,Express,1,No,Not Returned,Henry White,Not Avl,4,70,80.23,IN Stock,71.31,2024,100
T02001702,O0101702,C01315,Sophie Anderson,26,Male,Consumer,25-04-2025 00:00,0.499212963,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P021,Coffee Machine,Appliances,Kitchen,1,230.22,0,230.22,172.82,57.4,PayPal,Completed,Pickup,0,No,Not Returned,Michael Clark,Not Avl,5,95,230.22,IN Stock,230.22,2025,100
T02011737,O0111737,C02309,Alexander Hall,36,Female,Consumer,19-07-2022 00:00,0.408518519,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P019,Notebook Pack,Office Supplies,Paper,1,29.7,5,28.22,18.42,9.8,Debit Card,Completed,Pickup,0,No,Not Returned,Charlotte Thomas,Not Avl,0,89,29.7,IN Stock,26.809,2022,95
T02002139,O0102139,C03243,Arthur Thompson,18,Female,Consumer,12-12-2025 00:00,0.476226852,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P009,Office Chair Pro,Furniture,Office Furniture,1,466.44,20,373.15,344.55,28.6,Bank Transfer,Returned,Pickup,0,Yes,Wrong Item,Grace Harris,HOLIDAY20,3,61,466.44,IN Stock,298.52,2025,80
T02015008,O0107504,C04254,Mia Thompson,31,Female,Returning Customer,07-11-2025 00:00,0.8425,Online,NYC-01,New York Central,United States,Northeast,New York,P007,NoiseCancel Headset,Electronics,Audio,6,157.7,15,804.26,633.93,170.33,PayPal,Completed,Standard,3,No,Not Returned,Noah Wilson,SPRING15,5,68,946.2,IN Stock,683.621,2025,85
T02006385,O0106385,C05290,Leo Thomas,30,Female,Consumer,24-04-2024 00:00,0.740034722,Online,LON-01,London City,United Kingdom,England,London,P024,Desk Fan,Appliances,Climate,1,71,10,63.9,50.15,13.74,Apple Pay,Returned,Standard,5,Yes,Late Delivery,Grace Harris,BACK2WORK,4,74,71,IN Stock,57.51,2024,90
T02014855,O0107427,C00424,Sophia Jones,40,Male,Returning Customer,18-08-2023 00:00,0.390416667,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P007,NoiseCancel Headset,Electronics,Audio,1,149.08,0,149.08,100.4,48.69,Debit Card,Completed,Pickup,0,No,Not Returned,Liam Davis,Not Avl,5,58,149.08,IN Stock,149.08,2023,100
T02001796,O0101796,C02604,Lucas Jones,23,Male,Corporate,29-01-2024 00:00,0.813298611,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P005,Unknown ,Electronics,Accessories,1,60.17,0,60.17,39.35,20.82,Bank Transfer,Completed,Standard,4,No,Not Returned,Henry White,Not Avl,4,81,60.17,IN Stock,60.17,2024,100
T02006438,O0106438,C03742,Noah Wright,25,Female,Consumer,19-10-2025 00:00,0.514664352,B2B Portal,AUS-01,Austin Business,United States,South,Austin,P010,Unknown ,Furniture,Office Furniture,3,712.56,0,2137.67,1575.82,561.85,Debit Card,Completed,Standard,2,No,Not Returned,Emma Carter,Not Avl,3,54,2137.68,IN Stock,2137.67,2025,100
T02012225,O0106112,C00491,Chloe Clark,44,Male,New Customer,01-12-2022 00:00,0.790393519,Online,AUS-01,Austin Business,United States,South,Austin,P007,NoiseCancel Headset,Electronics,Audio,2,149.18,20,238.69,206.1,32.59,Debit Card,Shipped,Express,2,No,Not Returned,Henry White,Not Avl,2,54,298.36,IN Stock,190.952,2022,80
T02017011,O0117011,C03740,Aria Anderson,25,Female,Consumer,25-09-2025 00:00,0.532326389,Phone Order,CHI-01,Chicago Loop,United States,Midwest,Chicago,P011,Meeting Table,Furniture,Office Furniture,1,919.51,10,827.56,713.1,114.46,Bank Transfer,Cancelled,Standard,5,Yes,Other,Liam Davis,MOM15,0,70,919.51,IN Stock,744.804,2025,90
T02015301,O0115301,C05593,Ava Miller,41,Female,Small Business,24-11-2025 00:00,0.33099537,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P006,Precision Mouse,Electronics,Accessories,1,40.41,5,38.39,26.09,12.3,Apple Pay,Processing,Standard,7,No,Not Returned,Emma Carter,VALENTINE20,4,84,40.41,IN Stock,36.4705,2025,95
